MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
7.912570663265201,9.968563065382607,8.030110669752535,4.840526986055593,6.539808160382755,3.765566732975761,5.9013359557883724,5.691234595281895,5.292368197800137,2.8020100040435816,3.0969730789497008,10.962376210171175,3.3061062413560744,6.414701077145209,4.64487004518419,3.790557285865046,4.931549878967461,3.9720803329832233,4.360198835624397,5.52529383730425,0.550797356301631
4.964104665679167,4.626806850811868,3.557379024561027,5.765491297392101,5.053812357265504,3.6645358356475803,5.8197430742217415,6.787881122420461,3.1807712980271394,2.8714520772770165,4.570530782008464,3.350690964053453,8.490294551878058,4.9981459960908055,6.326968205141228,8.68874155647114,5.9631564846397715,3.3590587508921432,5.922228133162059,7.7287454347174585,0.42159392761629116
5.368921667932378,5.6482168526603225,3.216662881934074,4.672613570070124,2.7231112411643266,2.138870461858676,3.122595350273883,4.920296643770092,0.2081649114006483,4.269884094190113,5.608894354360954,0.9307454716797556,5.120172806447598,5.08747289921853,4.309628911265632,6.380130588694866,7.199247550068831,6.007695876746024,1.6390818830228482,3.5234600369053517,0.4274842178011853
7.151033290594568,1.5769807833178469,5.184838896516667,4.878244448625516,5.282588698663629,2.4850154055357354,2.394974738356958,5.490050196389051,7.23691915989259,4.763532999980199,7.115673889860156,6.257601517875257,7.089916344398,4.845869706031215,4.459025837781107,5.429902401293499,3.294231503676338,5.852964918190636,7.9492203726275505,5.201635527619472,0.5096743501250625
2.7281506173685734,8.302015396036307,6.5457034373599186,11.91761727064842,3.8652298196721464,3.1416419829235576,5.647514736321229,8.077290526124116,1.6488999855133013,8.276877722669747,5.211066959077105,8.610497344961614,5.521276743783487,2.488156749757892,4.792337859170137,4.61770649778376,3.7348344367444697,4.524622963266455,7.516833711351103,1.985424450680747,0.457215769410077
6.431553941099167,2.3606973060079706,4.699878056247262,4.052338237675564,3.476022253142723,6.305627094964339,4.607084157530174,6.045078505945653,5.2456375611877375,5.61032857846134,8.016397989366084,6.827185304757137,7.953243481865782,1.610329643351141,6.044078419076195,7.642924540711014,3.429017729185737,4.672731839673226,4.774869192845375,7.604469514689317,0.5132865204595736
5.900186601013074,5.471083692554864,7.618474569415396,13.565095370048185,4.7722468206813895,4.139415791446019,9.858309605292966,5.436968718275171,5.750242479250214,6.276187885193507,8.578312614697454,8.601236738567229,0.508331036210806,5.844630125048123,6.419142437472184,7.96903936494016,3.5401254462284966,5.9334159282361,3.0323166204797216,7.453146973301277,0.5898246277868326
6.7023130411268825,2.5190230905861393,6.20071144412701,7.774130695142742,2.6606093999723925,4.527040492244906,5.097535207931634,2.849551859199979,5.735853714908963,5.621789456610081,6.775345174930372,4.501396678154713,4.576976159200938,5.402684244237456,1.8838494651977182,2.397000441650651,5.8914937052647804,7.167599886685462,6.762531340193516,5.803347769372271,0.49190437366975875
6.202132560541146,3.661217767654431,0.1556747265484688,6.777023398006687,3.3743676581716358,7.816522099778887,9.088357546021253,6.486760771007377,4.3735549698054434,5.525231988022411,7.7319215891328685,3.6417671091323482,8.69590977881002,7.074466887059842,4.350175639445071,3.4221710533554357,6.315612762986124,5.453894962346855,2.4340413239987155,5.259905430533424,0.581105754702176
11.531937401446758,3.1032000349259063,3.83453493022457,7.887151949038522,4.209213154258112,7.872011027294718,2.3878488559082176,5.725706601434635,5.612165840368496,5.700679964127913,2.799616507275834,5.264417925698264,7.148537874434176,6.622413510362989,7.719619035329531,6.404145229058339,7.337195621907954,2.344786212414452,2.754037599933682,3.846935765845582,0.5158861419177173
3.921457494158786,3.618515549804263,3.762295957337115,13.821417292018547,3.0949693693206672,4.360115264219859,1.483496995919125,7.854730413910563,6.058537244879434,0.673898810833327,2.4468159483939265,4.266246559419828,7.978164761470567,3.183064187471754,2.041990134190017,7.078060994760294,4.780905080745811,4.510946943872256,4.874810262169876,1.8560124262529358,0.5474868990038144
4.184100604734792,3.7729673420444314,6.085543015234031,3.639971404492203,5.191939448151558,3.5835579275445024,2.5007689096863857,5.0932629987317934,6.6484633740916586,4.446154405313134,6.158068049256379,6.490135447172897,4.984719277721935,7.5073401676079285,5.145700494675694,4.318099897313465,1.8394746035060061,4.0964592138742635,8.37960891266247,5.676789987914196,0.38191781783712275
3.9573797182445034,3.7524207570499746,0.0,3.2735024378637765,7.345338230294766,3.0634605498948764,7.684956325171556,0.9335273589801156,8.879646782641263,7.611743193799892,2.01938516236988,7.176504163989378,3.7929878664443306,6.688502497717843,4.598463714556482,3.331705798557253,6.483441266807614,2.6551075613774535,6.422864382511065,6.6890034194971895,0.5314975208839795
4.123866728038686,6.856174593861234,10.703571524428526,4.329788278378071,2.6376396653964544,6.530985857680741,8.957808018368164,1.1928389588180899,5.529447382101361,13.843640422732546,4.358630236302977,7.351783506947106,2.6917781546087833,6.5232361338852405,3.7148923863460963,5.163595327168395,5.341188014354617,6.116386507391649,3.551553858630758,9.526179246621009,0.5238151842048846
3.9223257049096123,2.50203904537489,6.200823975641597,6.603903745685848,1.0031357645289696,4.532505977451208,3.259367148366624,6.6311116784495105,5.149242764489644,2.3067610088242825,6.721751713918495,6.148821089468935,2.5350122572629785,9.995137660833002,8.530749205987846,8.282901381980793,5.11920844917738,6.2880530831388,1.2432636194144702,4.106578436034059,0.48164455261139333
8.416224195386668,5.479543658982411,5.348130340555581,1.524294375756995,0.399071303179543,4.127708367599917,3.981389276432614,3.7155618979704252,2.979954561296562,5.9547701221832225,8.151295403867707,5.556236698393843,6.813466251361151,9.537630868349778,5.062044526052841,5.079752945579269,2.112364431719007,6.625843021614665,5.086950965990001,5.597368065108789,0.594502143188092
8.98580381524172,7.7202305632226675,7.652384172483444,6.57557470715432,3.7212288635135624,3.1765037013573223,2.390997890185067,5.963745969975934,5.980280315120852,3.7263029825318097,4.439116667758286,6.784072025674563,6.153156845201442,6.521169228369065,8.352982994286021,2.1681783798177836,4.546644623990772,2.7936399495148474,5.555033268671936,7.4935549842135245,0.4749830165975474
4.086296654018512,3.831210549461523,10.245359341771488,11.40464027322567,2.8011812643101326,3.2744770885453027,0.9482285953099527,5.243640585397947,6.497446106954097,9.596464668242461,3.558194668556661,0.6126738445075359,4.850322763898081,6.243333024698915,4.9923809915580595,5.232694899092802,2.3132471014944636,5.356512728136581,4.832059640497442,7.561226207144929,0.4191613507516747
3.442602397181572,3.371303860514506,6.958845924843538,6.9485256532043955,4.3642592730185035,5.701033002429603,6.628194240851784,4.616106771802181,4.5764016600839375,1.971695499859023,5.718391892184803,5.477339899040337,6.141875511443904,7.393867665510173,6.007198616767237,6.734616079552138,6.063752297087539,4.9911151853593525,9.022632745837853,3.592403806123926,0.5387851480502575
6.650554310633776,4.466229206601755,7.133036400153507,5.665290039179623,4.229198097242304,2.059173766659677,5.516040573737474,4.773459758844046,6.223104430443742,6.407265163937845,2.6152308138975826,5.123511513142248,5.320023429316026,3.6833222078312398,3.6913518909036025,4.7620136021660135,4.022757058568956,5.691169976017053,4.700161626707724,4.363507182554967,0.4284276162114588
4.131873436807879,7.634338468744777,5.307549992904217,4.724808564091152,1.1142321465298821,7.203674508674522,5.038905520801286,3.056495154441408,4.352466897165768,1.8519287573242416,4.619288577231676,5.48295675032216,7.162119947660826,3.714787963399222,3.716191330413129,7.79533914584087,3.8221168717268212,5.294638415099778,0.0,3.8109924672662148,0.503492374613043
7.047967927174819,5.420160454573427,4.70015213398466,9.10733290237718,0.7343900392993185,3.799595727415286,1.8722331143245414,4.953374071100877,6.505511960817762,4.292270352702852,4.987211285341748,4.809949117674041,7.140702952343963,6.484428521951251,5.893561484172154,6.920025492353606,1.5443965733487097,4.97712045999742,4.086434435515521,2.9649098379563013,0.5666996985489279
5.98992368027615,3.7907334865621354,3.9542927425389562,4.1247256689138405,4.522308178068,4.6551365600797645,8.69706270355108,3.6836354873552417,7.045409951715511,4.929462095598723,4.942725508359199,5.972598852631525,2.6047936986137175,3.0762130459215515,5.934522009505681,4.8504075462547185,7.283907509737304,4.708912401649201,6.008222267440614,8.295999261277087,0.5246014611787503
1.761112808243161,6.0711230677598955,3.17262783421476,11.846306936973278,4.234278695023683,2.0112100264667236,3.8853241375521304,4.157484505609916,7.014182822965072,7.40423648075993,5.202035450039182,3.7200371129307817,5.614830055098985,6.3047569243827315,6.314640780306674,5.0844601025873235,4.40624011668112,7.475322774173719,5.857145132006198,5.131379892278978,0.48728248183897604
9.2982919061823,2.5078139644144573,3.482998388277618,12.097594657967893,3.227106122012134,4.960804014707164,6.213351308369436,4.266007590573566,5.2694534876234025,2.591766986684471,3.1473265926965945,7.5340544241847915,1.2498085702535748,5.33360145754781,5.820637524336966,0.8789867268846079,5.179667264986399,3.081757834830774,4.600365534120577,4.823759153350282,0.4820920105613132
9.909416763932562,6.514765932052273,2.0024306155393665,7.2529223869450465,1.0174591604110752,4.257247827932935,1.749869687049121,4.482475113260188,2.682219907820654,6.493441524418027,3.3866784204278955,6.06613893691663,5.298830976714491,3.0768501454148485,1.996674503612001,7.688378371528273,3.338747693416548,4.618644150184515,4.2312097889060185,5.546891007457884,0.5629710536217386
3.982850593585679,5.9020313943678575,4.846647253391614,6.477750392618367,4.837172329591718,4.876822490649701,4.587630954781256,7.047483073315917,3.638746588392194,5.048472769803053,3.3418824976029717,5.343311090681816,6.357852492866819,5.041843887151466,3.1798518628985066,4.253002536906883,1.2905318727663375,7.418479969682155,0.5351796035572383,5.111273383443629,0.43862269147715766
4.536681457610346,4.292611977673736,1.2569239446097948,9.489183574221052,6.2737060242743246,8.265483536249837,5.669495645877626,4.6988235599652315,6.336051265381893,5.617882735209185,1.3985670374954293,3.4449432003267466,2.047860508243169,7.891603854669373,6.877054053858652,4.095842795593237,3.795053406373517,3.1950377032308,5.185629702721835,4.494188337327631,0.5384398121030521
6.194004847686448,3.1002271060096107,5.4419339997640614,9.674516565809848,4.490094983291871,5.384031024776637,5.749643855125164,7.2741607023244566,10.47820598089373,7.154610513389562,5.765960240991332,6.830826521882856,4.064086348731258,5.167720035381242,0.6081530973183824,3.761402751773716,4.153366683637385,3.3087860466534025,4.239227591604556,3.2800054240442766,0.609416289067119
6.31356484461715,2.9921819897007644,4.934875141401549,4.182057670466935,2.4704332557518827,3.218824159099907,5.362545975119558,8.422079359180445,4.244749537703008,2.1313582243203557,6.99659539102601,5.468586541614541,5.021326727704236,5.177025748590648,5.632974973160105,6.0071536019830845,5.640258719054182,6.643100157795924,5.55018989986435,8.506256650184751,0.5268509295662364
7.110987825300899,6.185560703298091,5.343798239337912,4.989508172404273,4.071198062229779,3.4044007782910306,6.1255629804303116,6.897385227183518,6.024729292195991,6.823436674194949,6.777666683529722,3.3152072415500395,5.525550342493199,5.717114015265277,4.730082356021419,2.4699343180255133,4.190318274320524,1.8272858227108402,6.089940329845509,3.709645965656197,0.4877512942614923
10.436771805995477,7.744989893638618,3.850902468997824,2.690013767954837,1.5397194517592483,6.31355473595006,2.4773416087122637,6.181876831281313,3.7635717666010424,3.731103944101563,4.420682065378738,4.879245398769759,4.373869458989684,6.007173128560369,6.8762481915613325,2.7923783375591027,3.377114557356837,6.479490219184421,7.761955728844142,2.9005204994395966,0.49165162428098963
5.055246218504832,3.5523958237776787,11.881370122864006,7.693044151398188,5.8897870232712695,7.880219181329502,5.458461493536912,5.718299276390841,2.8297051738432994,7.4629264151647225,3.1996607825087042,6.414014286138785,2.3656706216252323,4.247193108080023,5.90979766632773,4.871009443345246,1.6200864213454893,3.912373054295375,2.8634396151127324,4.809586000055115,0.4756248581094574
3.5264035167340864,6.013860207465031,8.050780567411389,8.437289289171485,4.138119864810733,5.6161039691415855,5.270745996142307,6.920636089130279,3.4948328559985633,5.756335530045573,6.661920886597851,6.240540661759159,4.878560385649436,5.764510919673752,3.4976898259813405,3.5903646088319823,5.093432459851243,5.920143038274796,2.108765970931134,9.83646008954426,0.46708575363430965
2.0967886545166174,0.29561894457294535,2.2389795463916076,2.6103247287805678,0.8182427529055083,6.521938472947164,5.535465169356544,5.188110526806615,0.3526536307699919,4.536694205391649,6.427311141391148,6.0960382359915615,1.2871625348579898,2.647162880920808,3.3964159022611193,5.736151128163882,3.2020557407632726,2.2807332303448495,3.7144080575123493,3.145205084095963,0.5055532358359215
3.6921617146271566,3.670763310813776,5.535540953481215,5.19569670605409,3.4516797540977757,6.346079999441942,5.177775010801395,7.186791865136338,8.030489412235866,3.683758147411373,5.4890148520612785,5.213155166230108,4.477151294450033,3.2040965936420918,3.8128679330693167,3.6720777883899642,7.941314033792593,7.649925995320698,3.353979204677299,6.584368705583593,0.5336579979615905
5.409118497593013,4.914326481464268,3.6592896530869936,2.6180448409530515,4.822655050578089,8.14825686598692,2.1569973591735674,6.359678335441393,0.02269825553429783,6.851905464479305,8.887989239283645,7.301953996339188,4.008109099986056,3.489073571877011,6.2746309629381,8.546940138698229,5.321050176537227,2.288535278990085,3.153687829966116,4.437240843523433,0.5802544780953278
9.906169349133664,2.9405071624658317,2.752320973842068,3.913882597200304,3.3935850653004844,0.6470692228804227,2.0568995944065245,4.18520511960393,4.416572668195448,7.832971271644216,4.94619478376764,7.776381162284167,4.6982115283504715,6.030729634030155,0.0,6.535396837459585,6.2431231981133655,6.623035315221289,8.216516800062685,5.540375337437279,0.40176610495121196
4.217036247882976,2.880249710879772,2.025823434078845,8.103224181233301,3.496145689813874,6.474076912129231,0.04432798635683177,6.988714187026224,2.3734898369070705,3.8119222489061335,4.433163398103607,6.65626699230182,3.743067264216273,5.341177249746982,5.331120829829327,6.507348591162438,4.428121457458131,2.3817698852320355,5.325328979158942,7.061807045454481,0.3776241781000945
6.041262211349679,3.483941270956342,5.980349538080241,4.391579133779516,1.7940252299558932,7.1788847614286375,6.850724951095829,5.1928420919025955,3.0298948042513043,2.466594767600844,4.114996275313028,3.6912811219435873,1.6120095254688822,4.684901652432776,3.0087189802431427,3.6384490734629362,5.43550152284255,9.040813836894877,9.39281849409273,1.1279706794601339,0.5812204391256548
5.450219173872983,5.640507444216682,3.4955692882486638,5.641767535386009,5.007921075084567,2.00732266343986,6.873451085557587,4.751645235722034,8.082080673295295,6.5625465821633755,1.5303877563974897,2.638004542268018,4.176709714580737,6.523076671573826,5.405800653028072,10.35559446587418,2.991310272364449,4.845812983283349,4.9875129238513445,2.9772710189973695,0.5025192032809619
8.414690658896989,4.563267616853217,7.175460140540059,1.8087993046399622,2.8275525380403135,3.0161688948926044,6.909130379538755,3.9254178145288092,5.4554218328894315,1.759304822890876,6.477212955188442,3.7886645373297725,7.091566435843063,5.82822661931538,5.748804531413297,4.0087074626060115,2.3477970935440773,9.358965137618252,2.3810629986230816,7.029984458556498,0.5051396047597173
11.708189907443623,0.0,7.233376454811735,7.051344558659634,0.12144863387645088,3.093850411384341,5.7041034569047175,5.359260631498821,2.848857568623101,2.079899863144029,4.770201566478368,9.378553068200585,7.83454929479863,4.338226819627413,1.2691911410921302,3.395593397916195,5.018847578475669,3.17755953210994,3.1921220429556127,5.209402402915551,0.524742431789315
4.184415999012444,0.2199726546191565,8.08156926867998,6.383093318776628,3.3250166393502227,3.365498632390697,0.22650741755718506,7.213344160211181,3.688792237202881,2.624195688128126,6.140165646505113,5.636525629044682,10.481349454169141,2.677993740737222,4.473411018882256,6.565037657981036,6.261675882215679,4.0172298128623485,7.278906368867112,5.466406244434432,0.490310988762761
4.286353598895008,3.6207846886881425,3.11400066051919,4.404648111134016,5.751947616078239,3.9156714026083277,2.710394975463454,6.973284679215549,3.2955850418083497,4.0750923680636335,9.105180229258222,9.765264584131828,8.801228601138781,3.1581210429898956,5.327082602584726,5.4237801861156125,0.6297096313816581,7.707154880826829,2.465858512862286,6.588340660093499,0.5984861660975275
8.059804297725135,6.012287401940056,6.0766281659784624,5.964854705528205,3.296892676580409,5.528558409743915,5.397942607596521,5.777601789922468,4.908813374599239,2.0108139544734005,4.135176902543968,4.737043231988141,2.3102800997664823,1.7165483208892196,5.176141327603807,3.162274687062031,3.8678469464241,1.822192541796975,6.2384308768872545,2.992408703428991,0.5242687526131959
7.168434065369862,0.0,6.4271415846899425,7.031997962757386,7.110108911331839,6.915990291933534,5.319597912370983,6.3273895012578025,5.392461640934318,0.6603015860341106,0.0,4.426807282572622,4.082119632359693,5.297372559218153,4.707044248306689,9.887429947746906,9.108163935519713,3.4445245379512377,4.198798048557623,7.360291609078149,0.4772649936626697
10.034484022870828,3.8614621793926194,3.957901371236204,4.156408674946624,4.761042548511069,7.396174105462563,4.515290267878472,7.82784350671856,9.241948167804122,2.461130498288655,6.075919155266049,4.8403135384137945,4.948718386911814,3.063598031466195,2.254567025629036,7.164893515411611,6.057625148789299,6.109993996623794,2.9208390389932792,6.831815386417751,0.48173894985108573
6.927393623247802,3.801890529902353,3.2938773105072285,2.245265895990969,4.5991586550254535,3.122708534101305,5.843579109921405,4.653778978769186,0.7239777826436526,6.446572105571423,5.376461666353291,4.799764535600622,4.807658447512546,3.880768653094588,2.5944391424257276,4.997136365089713,8.426661415948994,2.731446099679737,8.086313815831769,5.525798221608031,0.49247891144305245
4.606583458701642,8.102984093807267,8.6072799806122,11.728350552055371,3.760833850234052,3.1073885595816275,5.04151808341835,2.4982665939563673,4.928328827886518,2.1560444818602553,3.374522079609031,3.2745463895093048,5.156168385415937,4.69998100138014,1.9037564771858868,10.345399200900971,3.5658102563564613,6.1696913319589015,3.6818514509517275,6.041978786087266,0.46077838041062313
6.943944653091908,4.119153138242982,5.5235538823896455,4.681140702383592,3.8687065591923315,7.918360361136109,5.28648969169025,7.893556990394485,4.300956299910229,4.243620163294906,5.889365015190494,2.43481451679248,10.410020061646588,7.309970958339605,6.216555010689695,6.797159399595647,3.9600589667406076,5.385421717157188,3.148867773632344,7.607137990358477,0.5841928794148069
8.218612760769934,5.844480140453493,6.434981369319691,6.231429292411371,3.518527184959834,6.4284839781502345,3.5806583461673993,3.805794891025842,7.121265744985513,9.370164073254996,6.75493007243624,6.128105072377013,2.56844135200192,7.053324955721903,4.721843916804411,4.961647337946273,7.148799260030078,1.6270260043363929,4.818427589728328,3.6567131845484004,0.5058625839285077
7.509438912122159,5.30143246351908,3.181633357558418,9.431912163854983,3.4488174268203204,5.172860173259542,7.219974635606855,3.4473221991825795,5.798992220422861,4.896149633265323,2.8977944931725292,7.367040801827757,3.3965437753337655,4.862343692039188,4.8642969341754885,10.078393811365586,6.380592756481406,7.164947822707353,3.860984515110799,6.475977188603729,0.4410951099462245
6.738784721625704,0.19780806948399032,2.295338055911597,16.708462001147144,4.94390343434095,6.042347506845632,4.048277750898669,0.9783336789611496,6.325336158422048,5.774208868453475,4.334232405744723,10.478190045421501,8.693762188553249,7.803434089964698,1.172834503648517,6.4584834500895045,4.773720949308606,2.187672121080891,9.933802222551208,8.908476448567374,0.5199344403699296
8.115199931451983,6.709868257774042,3.7453208737161185,2.914998224969255,2.3118736284256904,4.9219741098712095,2.0280528468793255,6.264070465922231,5.777245364025158,2.885705204124626,8.2923858866986,4.035364057603973,3.61574797131981,0.5012285907188749,4.904812170288353,6.360894815199421,2.159116893084311,6.726429958947768,7.358968092751743,6.429414335355078,0.5716620459412927
8.367700472242047,5.46798565468282,4.739209805442383,7.810829437829593,2.0605275185956335,6.156464555867451,3.284467238390766,1.3684769750768853,2.923504048166232,9.856097247935796,3.3986342319581015,4.216779245654077,5.884335304684662,9.166181304888187,6.394218367636338,4.126206552593876,7.574337896527373,5.291846275022362,3.6771095871527173,4.491008224210563,0.552737706076312
8.89145463260558,6.125919376051096,2.6413349763311027,4.466504949329155,1.9756442002194043,4.239999887747851,4.233053410411928,3.3135407702391086,7.7127990406772895,3.7929962550040544,5.153431935715401,3.279966228679799,7.324899168146832,6.526930050360413,0.8684840272255663,5.098448123431329,10.603571909870695,3.989641310097367,3.934353163541333,10.197382876329513,0.461643741605301
7.086790146941843,13.804345709162012,4.99397317741773,4.954153836594412,7.662230236008816,5.586904263890841,7.246896231307142,6.301922098768694,6.790449278311707,4.495052946381841,0.0,7.525558569396507,6.093132219007305,5.213239099552372,3.784691476314345,4.071888765135152,1.4667043175041221,2.5381266867766517,0.4909687714480029,5.508946586955114,0.4441686880470226
